Archivage_id,Date_id,Document_id,Media_id,Client_id,Produit_id,Nb_documents_archivés,Taux_digitalisation,Temps_moyen_acces_documents,Taux_indexation_correcte,Nb_consultations_archives,Nb_telechargement
6428,3,6,11,4,2,577,78.21,1.86,96.99,161,17
6429,67,5,3,104,16,211,94.74,14.18,92.53,356,98
6430,21,41,10,179,24,549,70.36,1.4,97.69,116,6
6431,86,41,3,103,26,267,88.38,18.58,83.58,437,293
6432,32,64,9,113,31,670,67.0,4.06,88.66,481,106
6433,44,64,6,10,42,758,58.18,11.22,85.79,369,200
6434,76,78,6,16,9,138,55.01,0.86,91.35,213,75
6435,78,49,8,34,17,112,97.14,10.06,91.1,214,175
6436,92,77,4,131,2,642,90.05,7.96,87.85,70,31
6437,8,67,10,161,3,710,61.07,13.35,91.73,155,179
6438,80,33,5,103,32,887,52.27,14.19,96.78,44,102
6439,4,72,9,146,34,14,78.94,14.03,93.42,173,2
6440,50,68,11,87,33,644,70.08,7.75,93.91,238,198
6441,12,80,6,60,50,522,90.9,7.88,88.17,332,28
6442,92,2,9,44,18,446,88.86,9.64,88.89,154,34
6443,74,66,9,86,30,479,88.99,13.31,97.14,246,35
6444,95,36,2,95,41,672,77.95,16.92,89.3,47,112
6445,40,42,6,112,22,31,97.22,14.81,98.76,457,266
6446,25,53,4,25,49,719,50.39,17.11,88.11,6,118
6447,92,38,5,51,21,883,59.44,15.84,80.77,314,235
6448,50,46,7,42,46,638,65.07,5.68,82.39,254,9
6449,82,2,5,173,33,901,79.93,13.98,90.14,278,262
6450,27,34,4,184,37,240,67.08,5.36,92.15,195,181
6451,42,65,3,89,33,607,74.04,17.13,87.4,361,140
6452,17,24,7,113,50,790,86.64,13.32,81.9,307,13
6453,70,75,6,158,50,647,67.23,2.51,97.51,118,205
6454,66,33,3,88,6,292,94.4,3.41,81.09,98,232
6455,69,20,5,134,23,169,90.58,11.23,81.19,443,111
6456,19,41,8,56,6,286,75.68,14.43,80.19,79,221
6457,94,9,11,153,27,286,96.97,9.95,99.53,37,180
6458,31,20,11,71,32,263,61.4,7.64,92.35,332,91
6459,80,43,10,57,37,240,72.02,17.98,92.65,384,192
6460,42,63,11,4,33,255,71.22,17.29,93.41,2,127
6461,84,66,6,186,2,819,86.32,8.41,94.16,428,146
6462,53,43,10,63,46,478,99.17,8.51,85.89,339,234
6463,6,11,2,30,11,695,71.11,19.45,93.8,129,110
6464,15,71,11,136,23,761,94.16,4.76,93.74,356,3
6465,5,56,3,153,32,460,63.55,11.2,88.39,467,276
6466,91,9,4,49,8,655,74.76,4.01,92.69,155,23
6467,53,2,5,179,27,681,58.5,5.88,98.82,351,282
6468,58,39,5,134,6,35,58.7,19.81,80.6,299,121
6469,62,35,5,35,39,417,65.41,11.67,88.31,10,259
6470,32,57,8,80,11,870,91.41,2.3,82.65,186,109
6471,63,60,2,143,3,180,75.39,9.18,97.4,465,184
6472,26,45,4,159,15,516,71.87,19.29,86.08,150,190
6473,21,44,10,2,45,736,91.5,15.66,93.87,41,138
6474,4,8,9,160,26,148,62.43,3.76,80.97,384,257
6475,17,69,11,185,24,693,66.27,17.47,91.33,262,156
6476,63,34,10,92,7,934,76.88,13.43,97.31,156,86
6477,98,66,6,118,41,945,91.27,2.85,88.83,64,210
6478,14,17,9,198,13,858,92.42,3.15,86.95,346,283
6479,99,48,2,49,14,961,96.68,17.71,90.8,301,233
6480,33,74,7,20,37,136,91.79,7.42,92.27,2,97
6481,83,50,4,35,9,288,91.18,2.71,82.89,454,298
6482,61,55,9,182,24,296,66.99,3.66,87.94,149,59
6483,47,30,7,116,48,995,73.9,9.79,96.72,232,168
6484,78,36,10,175,24,10,73.99,12.47,94.33,55,160
6485,97,57,2,183,47,821,51.8,9.58,83.6,239,159
6486,29,11,4,134,36,658,54.02,10.95,85.28,430,32
6487,32,36,2,181,46,135,80.87,7.45,83.71,112,29
6488,23,67,7,154,11,236,86.87,4.75,85.66,242,24
6489,64,10,8,171,21,556,69.32,18.02,98.82,463,131
6490,26,40,10,192,27,423,64.8,19.07,92.78,184,170
6491,6,37,4,103,33,822,98.84,9.62,80.23,288,65
6492,23,9,5,113,34,5,52.92,15.7,88.39,328,280
6493,11,77,8,100,20,437,70.51,4.47,99.05,379,82
6494,74,65,4,107,46,508,82.18,18.74,81.96,291,256
6495,35,55,9,91,7,6,68.55,3.59,85.79,103,130
6496,45,62,10,194,3,179,71.64,8.35,80.66,233,183
6497,43,78,7,89,44,827,54.97,1.8,84.81,295,19
6498,30,19,5,133,25,971,50.24,6.98,95.51,436,299
6499,3,68,2,30,22,207,90.72,9.08,95.09,476,157
6500,29,44,8,175,50,699,99.32,1.27,80.55,379,147
6501,34,33,10,145,48,259,78.52,12.29,84.94,390,249
6502,1,9,10,108,45,284,72.84,11.5,90.93,322,133
6503,45,22,8,162,34,327,71.31,11.15,84.84,347,11
6504,89,61,5,105,15,278,63.34,5.76,91.69,373,219
6505,77,47,11,60,5,929,98.32,12.84,99.69,126,75
6506,7,42,10,35,9,1000,57.16,16.87,98.42,160,287
6507,72,75,7,138,38,187,89.23,6.7,88.92,254,229
6508,71,11,7,166,49,211,80.25,3.97,93.5,282,240
6509,91,70,8,95,26,411,79.59,19.68,92.64,285,166
6510,40,55,5,168,1,289,68.28,16.01,81.0,439,116
6511,73,57,5,96,43,934,56.99,17.03,92.09,158,290
6512,5,7,11,20,11,781,62.88,9.3,86.2,174,259
6513,25,48,11,172,29,468,82.75,0.85,93.39,26,86
6514,77,53,8,16,6,265,59.13,5.0,88.92,352,221
6515,19,19,4,192,2,389,69.85,6.68,90.42,391,260
6516,53,70,10,46,3,342,62.17,9.51,90.56,297,141
6517,27,16,6,90,21,39,58.26,5.82,95.11,353,134
6518,56,67,5,37,43,990,60.17,7.73,98.95,46,89
6519,62,47,4,47,40,324,66.41,15.73,88.31,155,141
6520,90,60,5,139,2,323,72.46,5.47,96.24,281,46
6521,33,15,7,35,34,247,90.53,19.43,85.74,210,165
6522,44,40,3,190,44,309,67.31,14.56,89.14,435,166
6523,27,29,5,161,37,484,55.49,1.98,98.91,317,13
6524,51,67,7,58,22,34,58.44,18.81,96.78,248,24
6525,39,62,9,74,42,903,93.35,13.66,97.61,484,43
6526,91,3,11,105,44,375,91.82,15.31,81.83,146,112
6527,43,15,3,125,22,864,88.76,6.31,89.04,201,192
6528,78,1,10,79,15,558,82.71,9.26,95.68,500,250
6529,95,72,7,129,8,190,68.18,11.25,81.44,32,234
6530,16,28,7,19,17,901,90.12,2.07,85.01,48,67
6531,87,5,5,108,25,981,65.77,5.94,94.17,46,210
6532,67,30,5,61,2,38,52.05,2.68,94.39,401,136
6533,37,43,5,62,30,528,79.47,7.37,88.46,150,241
6534,74,68,5,3,42,453,96.7,9.79,82.4,493,292
6535,45,59,5,106,32,705,89.94,1.72,87.33,374,160
6536,71,26,3,178,6,632,75.75,16.74,93.14,354,236
6537,13,65,4,60,5,125,54.04,10.43,86.54,13,15
6538,30,25,11,103,11,226,61.77,8.74,80.95,168,38
6539,53,13,2,80,32,271,78.27,4.17,86.63,124,237
6540,78,77,11,148,4,236,89.44,2.1,82.01,461,280
6541,64,62,2,32,50,414,88.73,0.87,95.26,26,80
6542,66,7,5,110,17,731,64.99,13.41,99.22,180,253
6543,46,57,9,88,48,783,56.2,4.52,87.85,3,26
6544,70,15,4,158,32,957,51.55,9.21,84.05,210,116
6545,30,4,11,162,26,419,54.41,1.5,89.11,332,272
6546,78,37,3,130,17,55,71.41,7.64,86.75,64,261
6547,40,38,4,135,5,877,83.84,2.74,81.56,205,92
6548,97,59,6,119,10,218,87.58,17.96,91.46,299,120
6549,3,16,5,12,6,497,54.16,3.61,95.79,157,124
6550,69,68,7,81,44,21,71.93,17.46,92.78,293,167
6551,12,52,2,79,1,816,97.23,6.72,83.52,294,188
6552,67,27,4,44,37,84,67.3,6.05,85.1,197,222
6553,12,29,10,154,1,796,84.97,7.97,82.65,119,1
6554,4,64,5,139,26,506,95.04,5.95,86.98,494,126
6555,5,31,7,1,30,653,86.66,9.14,88.06,47,133
6556,86,78,3,104,50,352,73.14,12.31,80.11,49,276
6557,85,28,11,29,15,755,73.53,16.95,81.28,383,58
6558,81,80,5,77,13,87,50.35,3.17,97.77,222,293
6559,58,55,5,20,2,392,67.66,19.21,90.9,320,171
6560,26,10,7,66,13,592,73.31,12.87,95.98,373,109
6561,14,36,7,7,46,870,68.52,16.66,98.24,429,15
6562,42,79,6,173,27,357,52.2,16.88,96.08,65,208
6563,90,23,4,43,1,120,74.53,4.88,83.09,398,64
6564,35,33,6,9,5,696,73.2,5.3,98.44,163,164
6565,58,29,8,32,12,48,51.24,8.59,83.48,340,296
6566,53,6,10,198,16,780,95.75,7.3,87.72,417,17
6567,51,36,4,117,15,930,83.18,8.17,86.96,275,190
6568,82,20,7,127,15,780,61.07,13.0,89.86,120,29
6569,3,59,9,160,8,7,98.09,5.25,92.58,125,95
6570,12,78,8,63,10,822,98.91,11.91,92.2,61,260
6571,99,45,8,167,6,789,68.89,18.87,81.71,270,245
6572,81,55,4,39,37,810,84.39,2.44,96.25,385,35
6573,1,48,9,197,16,640,55.41,6.77,91.67,133,122
6574,29,68,11,19,16,569,54.03,19.51,86.17,111,269
6575,15,42,5,54,45,524,81.9,14.44,99.19,401,299
6576,90,54,10,74,13,724,77.63,18.18,97.36,228,14
6577,44,58,10,176,41,265,73.72,14.17,84.27,306,111
6578,100,18,10,55,45,701,78.05,9.68,84.49,336,234
6579,51,36,8,91,31,762,52.43,4.93,97.67,483,108
6580,8,5,6,84,21,268,98.52,19.41,88.43,213,280
6581,34,55,8,79,19,274,87.91,1.36,95.12,463,141
6582,22,50,9,38,7,597,84.47,12.32,92.16,195,67
6583,70,39,6,15,47,957,93.53,16.95,83.68,114,139
6584,49,72,11,67,39,218,50.59,11.23,97.12,312,18
6585,4,9,2,25,24,748,67.9,17.37,89.97,223,131
6586,90,44,9,153,16,572,80.26,13.45,95.28,440,192
6587,19,52,11,32,11,280,86.58,9.16,99.94,185,200
6588,90,75,2,128,4,862,76.34,19.06,98.74,354,25
6589,61,22,9,167,49,93,61.55,17.09,88.11,43,69
6590,12,45,3,26,19,722,93.43,5.11,86.43,166,199
6591,89,45,2,136,41,354,99.32,8.75,87.86,222,53
6592,99,5,11,75,31,88,75.35,16.21,80.58,238,95
6593,32,34,2,66,4,586,55.43,8.43,81.42,224,236
6594,96,33,8,16,21,285,54.62,13.25,93.39,263,263
6595,58,29,5,159,24,569,64.72,4.61,88.83,369,148
6596,48,35,2,22,12,269,97.55,10.73,83.49,200,132
6597,21,32,8,102,45,596,56.19,19.09,99.55,266,278
6598,84,31,9,30,14,756,83.23,8.58,82.53,176,131
6599,43,13,5,46,10,927,84.06,19.84,98.65,366,234
6600,29,60,2,21,12,435,66.83,10.72,98.51,273,115
6601,37,80,7,49,7,235,73.48,14.77,86.12,283,197
6602,62,55,10,130,31,377,76.14,9.51,87.38,368,129
6603,52,77,7,130,20,439,57.45,10.35,84.12,255,111
6604,38,57,8,86,5,107,58.75,13.66,99.43,199,262
6605,56,78,6,32,30,231,54.78,17.42,89.74,375,244
6606,24,53,6,25,15,995,61.38,12.1,88.6,443,79
6607,34,43,5,113,46,592,76.11,1.7,81.01,109,60
6608,19,24,10,77,48,544,77.96,15.0,80.06,11,292
6609,51,24,6,93,13,792,52.64,5.44,99.81,15,264
6610,64,11,11,113,20,847,64.97,12.91,89.01,354,4
6611,51,40,6,51,28,899,88.07,9.78,95.93,385,170
6612,80,69,8,38,14,288,83.32,4.74,85.12,348,79
6613,18,9,10,31,27,906,68.32,17.15,91.08,161,27
6614,45,16,8,98,30,179,64.38,11.47,98.94,349,198
6615,8,60,5,124,31,85,50.89,16.73,99.65,372,295
6616,79,79,11,94,34,832,54.22,1.39,85.58,492,133
6617,38,45,6,143,47,48,65.03,15.68,86.81,88,241
6618,93,80,2,81,47,444,66.95,3.13,84.81,141,41
6619,21,20,6,142,43,465,99.71,3.92,89.67,441,75
6620,93,59,6,86,48,238,77.06,8.8,85.93,405,298
6621,52,26,11,170,33,525,61.04,14.18,96.34,455,193
6622,94,47,10,102,12,549,85.8,7.3,87.11,48,267
6623,26,30,4,27,10,48,64.59,3.31,87.56,159,98
6624,77,8,7,155,40,480,58.88,10.49,80.87,373,69
6625,65,31,9,83,19,19,89.49,14.43,80.03,175,110
6626,46,23,2,164,44,700,75.37,14.83,87.02,235,31
6627,32,66,4,25,34,478,91.15,7.9,88.54,107,141
6628,47,34,5,10,19,451,95.32,2.39,84.06,480,76
6629,86,42,6,162,42,789,78.93,10.45,84.26,211,65
6630,26,70,7,106,10,211,71.48,10.64,87.4,499,22
6631,7,72,11,24,11,968,83.89,1.45,88.8,397,153
6632,25,28,4,47,34,391,51.27,4.36,84.88,259,54
6633,86,80,9,58,32,770,66.88,7.75,94.06,128,264
6634,28,8,3,147,22,222,67.28,9.94,88.69,379,185
6635,62,75,8,135,1,543,96.82,13.47,82.26,315,108
6636,18,44,11,67,5,523,95.48,2.97,85.84,212,94
6637,1,3,9,142,31,421,59.28,8.01,98.62,238,266
6638,50,49,7,127,20,707,80.33,6.07,94.09,108,92
6639,11,30,10,44,18,560,86.85,13.52,90.65,397,12
6640,5,65,7,137,27,584,84.0,0.93,85.52,247,273
6641,58,39,5,109,13,681,95.28,12.32,93.78,418,1
6642,27,50,4,94,44,779,77.56,8.79,90.54,116,87
6643,28,36,10,75,41,876,74.8,1.48,97.69,287,230
6644,58,14,10,189,41,569,51.51,19.52,85.2,112,250
6645,11,80,9,180,21,680,73.51,15.81,80.66,411,4
6646,44,79,11,88,37,268,53.08,11.69,89.18,153,218
6647,38,1,5,164,1,842,56.42,14.89,91.03,416,258
6648,3,28,9,111,3,905,63.96,13.36,89.4,264,152
6649,32,11,2,100,30,59,95.4,17.97,86.67,257,83
6650,99,26,9,105,11,965,73.64,15.21,81.47,313,30
6651,49,7,8,110,20,808,94.33,18.8,86.86,59,128
6652,76,5,5,70,50,574,55.25,4.39,95.49,415,151
6653,79,70,6,89,48,18,76.81,15.58,96.98,28,112
6654,5,27,9,104,43,672,76.56,11.5,88.94,428,260
6655,41,20,10,116,9,323,88.94,4.07,89.18,139,134
6656,91,7,7,74,47,743,63.02,11.16,81.97,0,151
6657,92,46,8,181,34,600,92.35,18.74,89.46,336,72
6658,59,56,6,10,24,353,76.46,14.62,87.64,158,177
6659,11,61,8,191,3,218,70.07,19.76,85.76,54,40
6660,81,2,2,49,17,671,51.8,12.19,96.44,67,57
6661,29,66,3,98,6,838,71.6,15.86,84.43,20,165
6662,57,53,4,186,39,401,94.0,2.29,81.06,373,184
6663,28,29,3,15,38,792,88.52,11.33,89.37,61,289
6664,84,17,8,175,49,399,61.37,16.34,95.05,90,215
6665,9,50,9,27,28,367,70.29,1.35,88.69,264,282
6666,57,2,8,161,23,126,98.91,9.24,80.78,216,213
6667,62,68,11,165,4,587,64.87,8.92,84.0,67,80
6668,9,71,10,47,45,983,82.37,15.16,82.32,37,160
6669,55,49,4,110,7,758,78.62,14.3,95.27,167,218
6670,18,55,5,173,3,88,89.68,12.97,88.69,411,192
6671,5,71,2,46,26,370,99.82,16.11,94.36,326,172
6672,98,56,11,199,42,50,81.31,1.56,99.59,335,89
6673,70,30,8,120,15,456,67.1,11.15,96.11,428,93
6674,62,41,5,55,1,889,97.64,11.01,94.47,429,250
6675,64,14,10,112,6,670,54.01,16.37,89.2,86,278
6676,25,7,7,186,42,890,95.9,11.36,85.83,1,276
6677,23,4,7,10,15,970,87.39,19.83,81.08,179,1
6678,24,46,3,178,32,511,86.38,15.3,87.23,410,167
6679,42,24,3,1,23,869,67.4,6.42,99.02,492,292
6680,92,50,4,41,34,237,83.55,16.04,87.44,179,152
6681,4,3,4,34,9,724,87.05,16.62,81.69,34,289
6682,71,64,4,26,5,710,91.75,3.77,89.87,244,207
6683,46,46,10,136,35,461,98.56,10.63,91.0,353,219
6684,29,18,8,163,6,305,67.27,6.8,95.71,255,125
6685,27,38,9,164,27,875,65.05,2.76,85.04,97,83
6686,52,2,4,127,35,240,70.03,4.73,98.42,391,108
6687,69,9,10,119,42,51,96.18,3.97,81.8,175,26
6688,69,77,2,185,6,673,51.05,13.58,83.72,330,206
6689,42,20,2,72,31,66,90.76,13.65,96.37,99,1
6690,72,19,11,143,6,417,90.32,9.42,86.87,11,251
6691,76,59,2,60,19,467,55.01,18.26,80.49,434,58
6692,99,36,8,129,9,91,64.79,2.98,98.62,499,162
6693,4,10,3,131,41,384,76.78,19.38,93.33,113,191
6694,81,66,10,22,40,407,75.68,5.32,81.4,40,189
6695,28,57,8,88,4,299,85.64,18.79,97.64,343,265
6696,46,68,10,6,30,494,86.07,1.5,91.17,171,98
6697,78,78,9,29,6,189,95.88,6.66,93.39,232,40
6698,73,1,7,143,28,489,55.66,19.3,81.83,246,255
6699,85,58,10,177,47,300,82.55,19.42,81.91,496,70
6700,2,29,8,18,8,175,72.27,1.06,85.66,463,116
6701,46,49,10,116,40,922,70.9,15.93,83.06,357,165
6702,51,54,3,23,37,429,74.55,14.08,91.58,51,185
6703,13,11,5,55,36,809,55.37,12.09,97.39,365,169
6704,1,21,6,142,43,775,51.93,7.75,81.78,176,168
6705,15,19,10,5,33,625,82.47,5.21,80.9,185,226
6706,69,10,5,131,31,419,77.49,13.88,98.05,205,177
6707,81,68,3,20,30,172,77.88,10.65,95.65,454,86
6708,79,52,4,20,18,528,80.38,16.27,94.9,290,6
6709,23,8,9,26,11,26,96.67,5.61,91.9,31,134
6710,98,60,10,61,35,220,88.42,7.89,99.13,499,230
6711,99,1,11,96,23,476,95.41,13.47,82.63,218,70
6712,99,62,10,190,10,852,61.85,9.97,89.61,291,220
6713,87,63,11,14,5,357,83.94,13.93,91.77,423,39
6714,65,75,4,188,19,587,56.6,18.55,92.94,69,99
6715,35,66,3,186,37,509,69.69,2.75,99.27,239,143
6716,72,20,6,89,37,108,88.36,8.74,85.35,213,10
6717,69,51,6,14,32,60,73.75,15.34,86.94,137,24
6718,8,29,2,78,27,981,68.01,9.88,86.65,466,83
6719,28,74,10,110,43,111,88.26,14.15,92.32,398,223
6720,13,29,6,148,48,290,85.25,14.7,85.18,280,62
6721,61,70,8,47,45,475,53.15,0.88,91.32,471,285
6722,91,49,4,141,16,19,77.12,9.75,85.8,202,259
6723,66,64,5,192,21,705,88.02,9.78,80.97,239,54
6724,43,37,4,121,35,503,83.81,4.98,81.49,24,156
6725,99,25,7,139,48,745,50.11,0.53,89.8,47,153
6726,32,5,7,130,21,728,81.76,14.42,97.65,77,142
6727,51,75,11,129,34,767,73.36,1.88,83.39,86,156
6728,85,2,6,10,46,45,69.44,4.99,80.16,132,243
6729,74,66,11,115,5,25,57.78,6.66,83.73,382,108
6730,78,78,7,88,48,251,71.43,4.0,92.85,26,259
6731,18,72,11,158,38,192,80.31,0.83,82.68,152,12
6732,64,74,11,145,47,483,60.98,18.26,98.0,115,78
6733,88,25,11,141,40,174,53.11,5.18,99.01,441,294
6734,26,80,7,13,16,193,81.69,14.1,83.03,0,211
6735,36,25,9,153,29,995,74.0,14.35,87.44,225,205
6736,45,73,11,151,13,163,71.5,1.39,85.49,264,280
6737,71,25,11,23,16,75,63.52,9.04,83.94,46,236
6738,92,54,8,62,32,411,89.01,15.86,80.91,133,14
6739,89,13,2,84,17,557,72.6,14.42,92.11,310,152
6740,77,32,6,101,7,181,53.79,16.51,84.39,205,190
6741,78,4,6,161,4,810,77.33,19.72,86.74,113,66
6742,64,12,11,30,11,948,61.6,12.36,98.31,234,41
6743,19,45,7,23,33,935,86.42,5.06,91.74,351,96
6744,53,25,4,159,21,870,76.24,15.31,80.25,2,192
6745,74,14,8,8,45,226,87.81,7.96,91.67,448,49
6746,93,9,6,104,16,216,69.8,18.27,85.98,41,297
6747,56,67,10,154,47,749,86.38,17.91,88.24,86,128
6748,5,39,2,159,17,96,79.83,19.54,84.69,234,16
6749,87,16,5,31,7,902,87.05,16.05,86.59,372,0
6750,95,39,5,152,18,636,51.8,17.92,99.25,174,173
6751,70,23,2,133,26,949,83.72,2.29,97.01,254,35
6752,6,26,7,24,37,7,55.08,14.68,81.95,123,140
6753,43,46,10,138,33,69,55.67,14.67,88.15,3,26
6754,74,29,6,118,20,590,56.83,15.42,85.82,6,53
6755,8,16,3,69,16,201,61.47,8.5,98.2,0,1
6756,33,61,7,10,33,128,90.68,9.05,84.59,159,2
6757,89,74,2,174,18,166,53.45,3.91,84.57,286,129
6758,15,35,6,175,44,598,81.48,14.45,82.31,391,15
6759,29,53,3,157,9,481,63.27,19.67,85.14,402,292
6760,79,14,4,22,35,195,90.03,2.74,98.93,309,286
6761,92,27,6,132,4,12,67.12,4.88,95.87,131,1
6762,76,43,3,97,26,444,64.57,2.99,91.01,383,251
6763,49,16,8,56,48,944,86.71,17.47,93.87,221,229
6764,10,73,10,155,18,6,72.34,4.07,90.12,163,26
6765,48,61,9,177,32,172,89.79,18.69,96.12,182,276
6766,44,66,2,164,13,783,91.77,17.89,99.76,326,185
6767,29,27,6,27,1,157,71.23,11.93,84.33,269,242
6768,69,63,3,56,44,608,83.53,10.93,82.35,174,291
6769,52,49,9,146,48,991,64.37,16.86,94.42,497,81
6770,54,47,4,176,30,846,90.43,5.25,83.09,266,237
6771,95,45,9,8,3,405,98.44,3.87,82.43,95,197
6772,1,1,6,161,21,306,70.26,15.71,83.31,358,161
6773,34,23,9,50,15,754,83.91,19.61,86.88,319,102
6774,40,54,9,166,26,915,57.72,6.24,98.25,111,57
6775,6,7,7,148,21,95,89.55,6.5,95.68,403,87
6776,32,4,4,118,2,290,93.46,3.97,97.34,190,74
6777,94,35,6,3,6,711,79.95,3.58,89.72,447,59
6778,61,37,2,12,49,356,92.37,19.63,97.6,345,104
6779,90,55,3,16,24,576,99.36,14.67,88.68,99,267
6780,2,7,6,39,6,784,80.7,4.46,87.38,297,149
6781,70,51,2,7,22,53,85.51,11.8,99.71,27,164
6782,73,34,6,41,35,292,78.2,1.64,94.14,104,251
6783,76,76,3,116,48,668,60.35,12.15,98.41,382,178
6784,75,1,3,89,18,77,89.89,14.1,84.71,429,252
6785,79,56,3,49,36,937,63.0,17.69,81.76,346,247
6786,14,25,2,89,27,750,66.04,1.62,92.31,79,159
6787,60,66,11,10,44,600,74.26,4.36,87.23,249,250
6788,7,68,4,67,4,588,50.85,9.03,86.98,442,292
6789,27,15,10,113,24,393,73.88,11.2,88.19,108,116
6790,75,10,11,38,13,99,51.28,11.43,94.95,370,187
6791,69,5,7,180,23,856,93.49,15.91,97.84,254,127
6792,40,52,9,173,12,141,60.72,14.25,86.89,447,294
6793,16,73,3,2,48,693,60.36,7.11,83.51,304,203
6794,36,12,6,179,31,670,74.08,11.71,90.58,296,236
6795,38,4,4,92,20,883,68.52,3.68,82.32,78,155
6796,3,75,7,56,16,52,98.13,5.44,85.43,202,34
6797,49,78,8,97,21,773,97.34,7.87,82.44,127,202
6798,46,20,2,111,14,25,92.33,2.74,96.6,450,45
6799,20,42,11,1,50,39,61.39,15.73,87.33,77,207
6800,30,70,10,162,2,406,64.54,17.5,91.0,393,271
6801,35,3,5,157,48,417,73.81,16.8,89.21,48,39
6802,83,66,3,68,42,232,93.95,1.65,97.97,191,269
6803,76,61,7,168,17,596,77.99,5.65,99.92,481,251
6804,5,4,9,112,31,363,52.6,10.69,92.05,295,119
6805,38,37,9,121,32,126,94.24,1.07,96.13,482,112
6806,67,23,2,120,48,511,54.15,7.0,84.29,155,229
6807,98,67,7,14,37,981,74.21,1.14,91.93,367,126
6808,7,5,8,184,46,899,92.25,7.77,91.64,120,56
6809,74,38,4,185,44,305,92.57,10.8,89.52,40,57
6810,37,8,2,178,32,301,91.13,15.08,88.1,115,50
6811,90,20,8,173,43,532,84.22,14.71,92.02,86,116
6812,31,38,3,141,18,140,61.81,3.15,97.1,182,138
6813,3,8,7,104,26,939,60.77,6.43,90.19,160,296
6814,28,54,11,165,21,789,99.99,17.8,88.81,247,56
6815,67,9,10,137,8,480,75.55,12.07,89.38,312,226
6816,39,68,3,33,50,577,81.69,15.06,85.03,124,41
6817,90,4,2,187,20,136,50.67,17.07,95.91,101,78
6818,81,8,5,56,21,810,66.67,10.0,90.28,376,174
6819,60,33,2,48,25,730,82.76,2.69,86.7,348,291
6820,77,55,3,96,9,407,50.58,9.36,82.82,15,259
6821,76,59,4,132,20,774,52.27,16.63,81.91,420,285
6822,25,13,10,193,39,955,85.82,10.92,86.86,274,226
6823,99,10,8,106,40,916,61.98,5.63,84.01,3,63
6824,51,17,2,132,14,901,81.39,18.84,87.31,197,265
6825,5,73,7,126,20,160,71.32,5.01,89.77,111,244
6826,37,10,8,183,24,430,54.65,19.84,93.98,29,183
6827,7,71,9,68,24,248,70.98,11.04,99.02,250,260
6828,17,56,6,17,18,782,67.1,11.59,85.32,199,98
6829,26,18,10,169,32,496,54.05,5.3,84.55,416,4
6830,58,25,4,181,24,101,81.13,15.45,84.23,439,163
6831,44,61,11,105,8,904,59.16,14.7,82.82,386,231
6832,73,53,7,73,36,349,90.22,18.45,89.41,410,70
6833,66,53,3,109,22,153,55.8,13.97,94.37,131,123
6834,10,9,9,171,46,107,61.93,6.8,80.98,308,84
6835,12,80,3,164,25,879,72.07,14.46,85.59,401,82
6836,88,20,8,119,41,720,74.07,6.27,94.56,179,255
6837,63,12,8,150,35,167,78.16,6.57,86.87,419,281
6838,38,5,11,184,25,286,70.91,4.24,82.99,351,294
6839,92,8,2,56,33,434,80.2,10.44,84.77,75,258
6840,6,60,11,1,40,305,69.33,14.2,87.8,206,93
6841,30,63,2,71,27,807,56.41,0.8,83.55,175,14
6842,66,79,11,182,14,582,73.64,15.48,82.3,491,95
6843,37,40,11,175,2,58,66.69,8.08,98.08,454,76
6844,88,24,6,148,35,824,58.2,9.82,90.46,483,5
6845,6,44,8,36,33,809,50.97,9.11,98.29,493,136
6846,55,54,3,81,50,479,88.3,10.04,86.03,330,117
6847,91,78,9,135,6,851,98.47,2.67,84.4,3,47
6848,76,54,11,70,7,731,63.93,11.2,88.28,2,124
6849,73,16,3,116,42,721,50.4,11.28,93.27,174,223
6850,86,31,2,84,48,893,56.3,12.69,85.35,197,123
6851,57,36,4,155,3,440,85.14,11.41,96.47,219,228
6852,14,47,6,110,13,833,55.75,3.43,98.46,35,279
6853,9,78,7,26,43,253,56.97,7.45,86.01,58,293
6854,94,4,7,56,7,235,76.8,12.66,94.54,95,57
6855,27,8,11,1,47,389,68.96,3.25,95.78,405,242
6856,64,54,9,66,32,599,79.36,5.37,96.39,163,79
6857,2,21,9,193,22,880,81.21,2.91,85.42,298,78
6858,1,50,2,184,23,596,56.1,2.76,94.56,364,234
6859,41,54,6,21,39,346,53.96,14.68,82.79,227,97
6860,64,61,2,21,47,37,85.42,7.28,81.83,379,9
6861,27,13,9,34,29,525,94.76,18.64,93.89,321,152
6862,81,7,4,109,48,33,80.04,1.3,94.54,396,125
6863,27,61,2,93,37,349,50.65,7.43,97.03,245,186
6864,95,57,10,173,5,724,89.24,7.1,95.1,214,150
6865,41,67,4,196,13,479,93.0,19.32,98.75,302,100
6866,28,69,3,54,43,425,74.78,2.13,94.72,470,186
6867,38,36,3,160,7,652,57.25,3.18,95.23,234,287
6868,47,10,4,131,45,609,95.48,18.69,81.89,489,33
6869,9,24,6,33,43,447,89.12,5.71,87.2,61,126
6870,14,15,3,169,50,396,70.12,6.54,96.68,96,272
6871,47,61,9,27,6,544,79.58,8.94,87.78,403,8
6872,74,49,5,66,19,975,93.22,17.38,81.53,6,142
6873,88,66,3,128,2,162,82.7,4.88,96.31,221,138
6874,11,26,7,130,19,180,57.04,2.78,99.41,92,5
6875,91,16,8,2,9,932,77.24,5.8,94.66,198,129
